User_ID,Referral_Used,Gold_Member,New_User,Age_Group,Engagement_Score,Returned_Orders
12604,0,0,0,18-25,71,25
18314,0,0,0,36-45,39,35
11326,0,0,0,46-60,64,52
16409,0,0,0,36-45,59,13
11282,0,0,0,18-25,65,44
17852,0,1,0,46-60,37,12
17194,0,0,0,46-60,11,41
19775,0,0,0,18-25,93,18
10055,1,0,0,36-45,8,28
13923,0,0,0,26-35,29,21
16673,0,0,0,36-45,20,38
13859,1,0,0,26-35,69,1
11053,0,0,0,26-35,80,12
19165,0,0,0,46-60,83,2
17817,1,0,1,46-60,77,9
13641,0,0,0,46-60,27,29
14229,0,0,0,18-25,75,27
14916,0,0,0,46-60,76,52
14994,0,0,0,36-45,6,6
11181,0,1,0,46-60,61,33
14076,0,1,0,18-25,26,51
14728,0,0,0,26-35,70,13
10680,0,0,0,36-45,10,19
18901,0,0,0,26-35,69,13
14968,0,0,1,46-60,11,39
10839,0,0,0,36-45,94,49
19930,0,1,0,46-60,4,49
15678,0,0,0,46-60,66,31
17353,1,0,0,18-25,58,17
12038,0,0,1,36-45,99,38
17770,0,1,1,46-60,21,27
16575,0,1,1,36-45,57,35
18994,0,1,0,46-60,51,49
14469,0,1,0,18-25,88,11
15801,0,0,0,46-60,28,25
15744,0,0,0,46-60,7,16
18891,0,0,0,36-45,18,31
17525,0,0,1,18-25,67,36
13806,0,0,0,46-60,48,6
11471,0,0,0,46-60,90,12
19831,1,0,1,26-35,15,41
19925,1,1,0,36-45,73,51
18298,0,0,0,36-45,90,30
12439,1,0,0,26-35,17,24
15666,0,0,0,46-60,92,52
11585,0,0,1,36-45,63,1
12725,0,0,0,18-25,36,14
16294,1,0,0,26-35,58,20
11016,0,0,0,18-25,6,29
11787,0,0,1,46-60,4,43
18055,0,0,0,26-35,54,41
19230,0,0,0,46-60,87,5
17639,0,1,1,18-25,60,34
14937,0,0,0,46-60,65,40
13428,0,0,0,26-35,4,2
16174,0,0,1,46-60,16,14
19316,0,0,1,26-35,54,9
14672,0,1,0,26-35,86,20
17640,0,0,1,26-35,28,27
14236,1,1,0,26-35,13,41
18571,0,0,0,26-35,57,40
14617,0,0,0,46-60,86,35
18982,0,0,0,36-45,64,32
19118,0,1,0,26-35,38,46
15384,0,1,0,36-45,89,37
12232,0,0,1,18-25,22,10
13010,0,1,0,18-25,67,41
17385,0,0,0,36-45,84,21
12235,0,1,0,46-60,99,21
18574,0,0,0,18-25,49,15
14979,0,0,0,18-25,99,15
11408,1,1,0,36-45,52,51
17752,0,0,0,36-45,28,8
13879,0,0,0,18-25,24,18
11509,0,0,0,36-45,36,19
13307,0,0,0,26-35,51,43
12137,0,0,0,36-45,53,9
12606,0,0,0,26-35,55,38
12886,0,0,0,36-45,92,9
17567,1,0,0,36-45,8,18
13156,0,0,0,18-25,53,20
19998,0,1,0,36-45,34,29
19001,1,0,0,36-45,60,23
10876,1,0,0,46-60,5,40
19042,0,0,0,36-45,40,42
13542,0,0,0,46-60,27,43
19006,0,0,0,46-60,99,33
10931,0,0,0,46-60,71,42
16183,0,0,0,26-35,55,19
13963,0,0,0,26-35,83,40
11735,0,0,0,26-35,58,49
19910,0,0,0,26-35,20,31
14907,1,0,0,36-45,1,7
19231,0,1,0,26-35,46,50
10786,0,0,0,18-25,39,22
10440,1,0,1,26-35,16,11
15969,0,1,0,36-45,80,52
13068,0,0,0,18-25,83,20
16460,0,1,0,26-35,74,43
14746,1,1,0,26-35,65,10
13950,1,0,1,36-45,11,26
18419,1,0,0,46-60,91,41
17228,1,1,0,26-35,36,44
13816,0,0,0,18-25,8,41
11905,0,0,0,46-60,72,19
11032,0,0,0,18-25,86,23
15070,0,0,0,46-60,72,41
19878,0,0,0,36-45,93,7
15940,0,1,0,36-45,48,18
16863,0,0,0,18-25,5,1
14176,0,0,0,26-35,81,3
10324,0,0,0,36-45,90,29
10150,0,0,0,46-60,93,19
16080,0,1,0,46-60,99,6
12744,0,1,0,46-60,46,28
18166,0,0,0,18-25,26,30
16344,0,0,0,18-25,43,4
15334,0,1,0,18-25,13,17
19199,0,0,0,26-35,15,11
13624,0,1,0,46-60,100,36
11537,0,0,0,26-35,85,30
19948,0,0,0,26-35,26,39
18935,0,0,0,46-60,71,2
19417,0,1,0,36-45,94,49
14422,1,0,1,18-25,8,36
12933,0,1,0,18-25,14,36
10468,1,0,0,46-60,56,40
19315,1,0,0,26-35,32,43
18559,0,0,0,26-35,32,33
13721,0,1,0,46-60,13,4
13937,0,0,0,36-45,91,25
11779,1,0,0,46-60,48,14
14738,1,0,0,18-25,74,35
15272,0,0,0,26-35,19,19
13378,0,0,0,18-25,52,8
14039,0,0,0,36-45,81,48
16751,0,1,0,36-45,45,7
18651,0,0,0,26-35,56,45
18325,0,0,0,26-35,40,41
14995,0,0,0,46-60,100,39
19005,0,1,0,26-35,75,18
12675,0,1,0,36-45,100,25
16216,0,0,0,26-35,37,2
15959,0,1,0,18-25,81,35
16157,0,1,0,36-45,54,39
17294,0,0,0,26-35,48,30
10386,0,0,0,46-60,45,35
18594,0,1,0,26-35,75,26
16268,1,0,0,18-25,39,50
17895,0,0,0,18-25,42,17
17082,0,0,0,26-35,29,49
14884,0,0,0,26-35,28,8
10611,1,1,1,36-45,69,46
15510,0,1,1,26-35,97,36
10602,0,0,0,36-45,36,14
15204,0,1,0,46-60,99,34
15233,0,0,0,26-35,28,35
16121,0,0,0,18-25,64,17
13952,1,0,0,26-35,95,48
10114,0,0,0,36-45,78,43
12347,0,0,0,36-45,8,16
11953,0,0,0,36-45,60,7
14026,0,0,0,36-45,77,45
14902,0,0,0,26-35,86,4
17631,0,0,0,36-45,92,8
15719,0,1,0,26-35,51,29
14278,0,0,0,26-35,85,13
14589,0,0,0,46-60,64,18
14507,0,1,1,36-45,42,37
11925,0,0,0,36-45,38,43
17687,0,0,0,36-45,2,13
18226,0,0,0,18-25,15,34
19969,1,0,0,26-35,95,20
19100,0,0,0,26-35,94,34
19122,0,0,0,18-25,27,41
19295,0,1,0,46-60,25,30
14748,1,0,0,18-25,1,3
18898,0,1,1,46-60,6,46
11386,1,0,0,36-45,31,21
11153,0,0,0,18-25,45,44
14988,0,0,1,36-45,88,14
19862,0,0,0,18-25,88,38
13796,0,0,0,36-45,28,13
12113,0,1,1,26-35,28,32
17246,0,0,1,46-60,21,49
11231,0,0,0,46-60,31,53
12378,0,1,0,26-35,63,7
16587,0,1,0,26-35,89,43
19091,0,0,0,46-60,36,32
14983,0,0,0,26-35,5,40
18322,0,1,1,36-45,4,43
13629,0,1,0,36-45,41,21
11046,0,0,0,46-60,3,12
19106,0,0,0,18-25,16,23
16885,0,0,0,26-35,8,28
12691,0,0,0,36-45,81,36
12206,0,0,0,36-45,68,28
14165,0,0,0,36-45,8,41
19258,0,1,0,26-35,10,52
19833,0,1,0,18-25,48,18
11240,0,0,0,46-60,30,26
13992,0,0,0,18-25,63,37
19757,0,0,0,18-25,21,15
11327,0,1,0,46-60,81,50
17729,0,0,0,18-25,72,52
19877,0,0,0,46-60,63,50
17474,0,0,0,26-35,30,30
14303,0,0,0,36-45,35,46
15196,0,0,0,36-45,62,51
15523,0,0,0,36-45,68,45
19449,0,0,0,26-35,71,48
12106,0,0,0,36-45,51,44
13091,0,1,0,18-25,90,14
19130,0,1,0,18-25,56,40
17985,0,1,1,26-35,66,41
18050,0,0,0,46-60,64,42
18545,0,1,0,36-45,67,25
16403,1,0,0,26-35,27,37
12198,1,0,0,26-35,13,17
19221,0,0,0,18-25,49,5
17591,1,0,0,46-60,8,11
14978,0,0,0,18-25,22,24
11625,0,1,0,18-25,40,48
17089,0,0,0,18-25,97,6
17136,0,1,0,18-25,96,42
15589,0,0,0,18-25,15,36
17772,0,0,1,46-60,7,44
17630,1,0,0,46-60,32,31
15545,0,1,0,36-45,76,44
12259,0,0,0,46-60,76,34
18262,0,0,0,46-60,38,48
18679,1,0,0,36-45,50,15
15728,0,1,1,18-25,90,15
15560,0,1,0,36-45,84,53
19950,0,0,0,36-45,45,45
14104,1,1,0,18-25,68,6
16264,0,0,0,18-25,37,28
17798,0,0,1,26-35,6,1
14138,0,0,0,18-25,2,4
19505,0,0,0,18-25,77,46
19371,1,0,1,46-60,91,15
12570,0,0,1,46-60,46,43
15137,0,0,1,26-35,77,10
12700,0,0,0,46-60,73,52
12849,0,1,0,26-35,4,38
14522,0,1,0,36-45,80,24
18927,0,0,0,36-45,84,26
18493,0,1,0,18-25,60,41
18343,0,0,0,36-45,64,29
19536,1,0,0,26-35,25,32
14114,0,0,0,26-35,59,24
18451,0,0,0,46-60,33,7
12535,0,1,0,36-45,18,42
18005,0,0,0,46-60,66,43
10203,0,0,0,46-60,47,40
14500,0,1,1,36-45,15,33
12075,0,0,0,46-60,80,52
15236,0,0,0,36-45,43,43
13864,1,1,0,36-45,20,33
15592,0,0,0,36-45,85,14
10357,1,0,0,36-45,92,18
14136,0,0,0,36-45,61,5
17273,0,0,0,26-35,25,24
14815,0,0,0,18-25,85,31
18713,0,0,1,18-25,28,42
13737,0,0,0,36-45,56,21
10326,0,0,1,18-25,2,47
17959,0,0,0,26-35,26,50
19054,0,0,0,46-60,11,5
19589,0,0,0,46-60,27,38
12363,0,0,0,18-25,10,14
15851,0,0,0,26-35,3,46
16686,0,0,0,18-25,88,32
13053,0,0,0,26-35,23,29
11810,0,1,0,36-45,70,16
19932,0,1,0,46-60,88,13
11111,1,1,0,18-25,10,36
19085,0,0,0,26-35,34,16
10302,0,0,0,18-25,10,37
11493,0,0,0,26-35,71,3
10508,0,1,1,18-25,76,19
17536,0,0,1,36-45,21,15
15984,0,0,0,36-45,40,38
10836,0,1,0,26-35,11,40
16320,0,0,0,26-35,26,31
10586,0,0,0,46-60,38,35
17900,0,0,0,46-60,52,37
19762,0,0,0,46-60,7,5
13522,0,0,0,26-35,41,11
10330,0,0,0,46-60,100,18
17019,0,0,0,36-45,53,18
13126,0,0,1,46-60,3,50
11490,0,1,0,46-60,93,23
15446,0,0,0,46-60,29,2
19849,0,0,0,18-25,96,24
10303,0,0,0,46-60,45,14
18831,0,0,0,18-25,68,43
14189,0,0,0,26-35,15,34
13699,0,0,0,26-35,80,51
12441,0,0,0,26-35,58,14
15168,0,0,1,36-45,85,36
10435,0,0,0,18-25,58,14
10698,0,1,0,18-25,43,24
19894,0,0,0,46-60,61,37
10553,1,0,0,46-60,14,24
15894,0,0,0,36-45,50,48
11163,0,1,0,46-60,59,20
10060,0,1,0,46-60,22,1
17919,1,0,0,26-35,36,4
13387,0,0,0,36-45,14,1
14758,0,0,0,18-25,73,51
13622,0,0,0,18-25,3,44
16013,0,1,1,36-45,81,39
17295,0,0,0,46-60,83,49
15106,1,0,0,46-60,51,1
15442,0,1,0,18-25,56,46
19313,0,0,0,46-60,34,1
11491,0,1,0,46-60,10,11
17470,0,1,0,46-60,27,42
10929,0,0,0,18-25,43,2
14100,1,0,0,18-25,53,36
15558,0,0,0,26-35,6,36
14625,0,0,0,26-35,36,14
15602,0,0,0,18-25,19,6
18420,0,1,0,46-60,55,1
13372,0,0,0,36-45,38,35
10402,0,0,0,26-35,50,6
13848,1,0,0,46-60,13,27
18069,1,0,0,26-35,93,35
10871,1,0,0,46-60,38,41
18925,0,0,1,46-60,13,45
17284,0,0,0,36-45,29,3
17002,0,1,0,18-25,10,8
19210,0,0,0,26-35,90,50
15486,0,0,0,26-35,36,14
11862,0,1,0,36-45,60,35
12712,0,0,0,26-35,100,27
12072,0,0,0,46-60,81,16
12893,0,0,0,46-60,42,31
12546,0,0,0,26-35,38,1
14639,0,0,0,18-25,68,1
16557,0,0,0,36-45,81,6
18751,1,0,0,18-25,86,40
11309,0,0,1,46-60,61,28
14320,0,0,0,26-35,1,28
15504,0,0,0,36-45,96,20
18827,0,0,0,26-35,75,15
17930,0,0,0,36-45,51,51
18327,0,0,0,18-25,42,42
11188,0,1,1,18-25,9,37
13999,0,0,0,46-60,87,18
16120,0,1,0,18-25,55,50
15683,0,1,0,46-60,14,50
19956,0,0,0,46-60,24,15
16185,0,1,0,18-25,14,7
19618,0,0,0,18-25,45,23
15967,0,0,0,18-25,49,47
15477,0,0,0,26-35,7,41
19234,0,0,0,26-35,65,37
11726,0,0,0,46-60,44,26
14237,0,0,0,36-45,42,29
10905,0,0,0,18-25,68,12
13705,0,0,0,26-35,73,4
14050,1,1,0,36-45,8,53
15281,0,1,0,46-60,43,27
12053,1,0,0,18-25,78,49
13341,0,0,0,18-25,21,19
17686,0,0,0,26-35,15,44
17250,1,0,0,26-35,7,53
12362,1,0,0,26-35,35,40
17179,0,0,0,46-60,62,9
11912,0,0,0,26-35,45,41
16494,0,0,0,26-35,6,46
14113,0,1,0,46-60,65,47
11525,0,1,0,36-45,96,43
13453,0,1,0,18-25,5,10
13066,1,0,0,26-35,16,11
17212,1,0,0,46-60,14,8
10989,0,0,0,36-45,44,30
18536,0,0,0,26-35,82,33
13606,0,0,1,46-60,11,29
12154,0,0,0,18-25,49,37
12201,1,0,0,36-45,96,21
16221,0,1,0,18-25,19,13
14073,0,1,0,36-45,50,21
18109,0,0,0,36-45,65,44
17375,0,0,0,36-45,91,51
17566,0,0,0,46-60,8,27
10807,0,0,0,36-45,84,12
16025,0,0,0,46-60,84,16
12170,0,0,0,18-25,92,12
12838,0,0,0,36-45,96,25
16625,0,0,0,46-60,100,39
12984,0,0,0,46-60,67,2
16325,0,0,0,46-60,74,1
11189,0,1,0,46-60,12,25
12711,0,0,0,26-35,1,21
12495,0,0,0,46-60,90,19
17949,0,0,0,26-35,37,43
13964,0,1,0,26-35,100,48
10915,1,0,0,46-60,99,3
16540,0,0,0,36-45,42,41
18623,1,1,1,18-25,8,6
12636,0,0,0,18-25,70,32
12585,0,0,0,18-25,94,11
18555,0,0,0,18-25,80,15
19770,0,1,0,46-60,23,9
14203,0,1,0,18-25,82,51
13433,0,1,1,36-45,19,3
13355,0,1,0,36-45,14,17
19392,0,0,0,36-45,77,39
14048,0,1,0,18-25,97,1
13853,0,0,0,18-25,22,46
13755,0,0,0,46-60,44,27
15175,0,0,0,26-35,67,20
16228,0,0,0,18-25,21,7
19864,0,0,1,18-25,62,34
10038,0,0,0,46-60,66,41
10211,1,0,0,36-45,97,19
12789,0,0,0,18-25,36,2
19929,0,0,0,36-45,55,11
16970,0,0,0,36-45,85,10
15980,0,1,0,18-25,3,7
17979,0,0,0,46-60,11,28
10812,0,0,0,36-45,94,8
10627,0,0,0,26-35,65,19
17812,0,0,0,36-45,86,14
19733,0,0,0,36-45,48,52
13165,0,0,0,46-60,69,34
16852,0,0,0,18-25,69,43
10209,0,0,0,36-45,73,51
10453,0,1,0,46-60,13,20
13007,0,0,0,46-60,37,27
16198,0,0,0,36-45,54,53
19935,0,0,0,46-60,32,2
10486,0,0,0,36-45,62,44
18373,1,1,0,18-25,93,47
19162,0,1,0,36-45,33,50
12111,0,0,0,36-45,5,2
12430,0,0,0,46-60,10,28
12926,0,0,0,26-35,49,53
12890,0,0,0,46-60,10,11
11708,0,0,0,46-60,45,10
15945,0,0,0,18-25,4,5
14243,0,1,0,46-60,2,18
12598,0,0,0,26-35,3,33
11409,0,0,1,18-25,45,46
15853,0,0,1,36-45,36,45
11505,0,0,1,18-25,3,43
17472,1,1,0,46-60,77,19
18648,0,0,0,36-45,91,51
13808,0,0,0,36-45,31,45
16589,0,0,0,46-60,15,16
18084,0,0,0,18-25,86,31
19795,0,0,0,26-35,57,46
18054,0,0,0,46-60,97,18
13135,0,0,1,46-60,49,44
11156,0,0,0,18-25,63,20
15811,1,0,0,26-35,66,31
19937,0,0,0,46-60,17,11
15485,0,0,0,46-60,62,19
14849,0,0,0,18-25,51,16
14648,0,0,0,26-35,31,47
14297,0,1,0,18-25,5,29
17265,0,0,0,36-45,91,24
10501,0,1,0,18-25,36,31
17700,0,1,0,46-60,46,35
19859,0,0,0,18-25,68,50
14574,0,1,0,46-60,94,12
11949,0,0,0,46-60,72,43
13125,1,1,0,18-25,28,11
17419,0,1,0,46-60,71,3
13114,0,0,0,46-60,59,19
17163,0,0,0,18-25,31,18
17331,1,0,0,36-45,65,7
10133,1,1,0,18-25,34,16
16946,0,0,0,18-25,21,42
11714,0,0,0,18-25,92,33
17017,1,1,0,36-45,70,27
13797,0,0,0,18-25,7,41
18485,0,0,0,36-45,59,47
12537,0,0,0,26-35,56,49
15652,0,0,1,46-60,40,3
19832,0,0,0,18-25,72,36
10300,0,0,0,46-60,27,46
12500,0,1,0,18-25,83,9
15390,0,0,0,26-35,13,40
15368,0,0,1,26-35,91,47
14765,0,0,0,36-45,32,30
11888,0,0,0,46-60,38,49
10432,0,0,1,26-35,72,11
14865,0,0,0,46-60,81,14
10480,0,0,0,36-45,36,35
15951,0,0,0,46-60,18,21
10284,0,0,0,26-35,59,41
16905,0,0,0,26-35,6,16
13470,0,0,0,46-60,96,37
13599,0,1,0,18-25,76,36
15735,0,0,0,18-25,82,45
12205,0,0,0,46-60,91,20
19123,0,0,0,18-25,56,48
15239,0,0,0,36-45,41,12
15643,0,0,0,36-45,75,50
16960,0,1,0,18-25,18,34
11037,0,0,0,26-35,94,16
10277,0,1,0,36-45,85,14
12726,0,0,0,46-60,73,45
13616,0,0,0,46-60,36,44
14837,0,0,0,26-35,66,11
14762,0,0,0,18-25,4,45
19674,0,0,0,46-60,74,10
13052,1,0,0,46-60,8,49
11179,0,0,1,36-45,4,42
19796,0,0,0,26-35,25,22
17293,0,1,0,26-35,97,5
16915,0,1,0,46-60,41,15
14729,0,0,0,26-35,59,11
11923,0,0,0,18-25,97,53
19843,0,0,0,26-35,54,32
17460,0,1,1,36-45,91,12
13543,0,0,0,18-25,46,9
12018,0,1,0,18-25,45,13
18212,1,0,0,26-35,58,50
12220,0,0,0,36-45,43,49
10345,0,0,0,18-25,76,25
13969,0,1,0,36-45,44,2
11130,0,0,0,46-60,84,26
10636,1,1,0,18-25,1,37
19294,0,1,0,26-35,25,4
14353,0,1,0,26-35,65,27
19748,0,1,0,46-60,7,42
11659,0,0,1,26-35,75,21
19056,0,0,0,26-35,49,2
15975,0,0,0,36-45,8,2
12046,0,0,0,36-45,61,21
17974,0,1,0,18-25,62,24
15572,1,0,0,26-35,61,16
15013,0,0,0,18-25,31,17
10412,0,0,0,36-45,98,32
18443,0,0,0,26-35,81,39
15402,1,0,0,46-60,84,8
10417,1,1,0,46-60,55,20
18845,0,0,0,26-35,40,14
15100,1,1,0,36-45,30,20
13528,0,0,0,46-60,43,38
12873,0,0,0,46-60,81,7
16245,1,0,0,46-60,95,16
13101,0,1,0,46-60,63,47
15807,1,0,0,26-35,22,41
19706,1,0,0,18-25,87,51
10592,0,0,0,18-25,74,11
18061,0,0,0,26-35,75,28
10772,0,1,0,46-60,89,20
17309,0,0,0,26-35,93,43
10482,0,0,0,26-35,68,13
13243,1,0,1,46-60,37,27
14705,0,0,0,46-60,77,34
19587,0,0,0,36-45,18,2
14468,0,1,0,18-25,20,3
14219,1,1,0,46-60,74,7
17909,0,1,1,46-60,16,37
18666,0,0,0,46-60,91,9
10212,0,1,0,46-60,25,13
12026,0,0,1,26-35,69,23
